year,week,rank,title,author,publisher,description
2022,2022-03-06,4,SIERRA SIX,Mark Greaney,Berkley,The 11th book in the Gray Man series. Court Gentry’s work on a C.I.A. action team comes back to life.
2022,2022-03-06,5,VERITY,Colleen Hoover,Grand Central,Lowen Ashleigh is hired by the husband of an injured writer to complete her popular series and uncovers a horrifying truth.
2022,2022-03-06,6,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,A movie icon recounts stories of her loves and career to a struggling magazine writer.
2022,2022-03-06,7,ABANDONED IN DEATH,J.D. Robb,St. Martin's,The 54th book of the In Death series. Eve Dallas investigates a homicide and the disappearance of other women who resemble that victim.
2022,2022-03-06,8,HOUSE OF EARTH AND BLOOD,Sarah J. Maas,Bloomsbury,Passion arises between Bryce Quinlan and Hunt Athalar as they seek to avenge the deaths of Bryce’s friends.
2022,2022-03-06,9,THE LINCOLN HIGHWAY,Amor Towles,Viking,Two friends who escaped from a juvenile work farm take Emmett Watson on an unexpected journey to New York City in 1954.
2022,2022-03-06,10,THE MAID,Nita Prose,Ballantine,"When a wealthy man is found dead in his room, a maid at the Regency Grand Hotel becomes a lead suspect."
2022,2022-03-06,11,UGLY LOVE,Colleen Hoover,Atria,"Tate Collins and Miles Archer, an airline pilot, think they can handle a no strings attached arrangement. But they can't."
2022,2022-03-06,12,THE LOVE HYPOTHESIS,Ali Hazelwood,Berkley,A young professor agrees to pretend to be a third-year Ph.D. candidate’s boyfriend.
2022,2022-03-06,13,THE MIDNIGHT LIBRARY,Matt Haig,Viking,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.
2022,2022-03-06,14,THE CHRISTIE AFFAIR,Nina de Gramont,St. Martin's,Miss Nan O’Dea becomes the mistress of Agatha Christie’s husband.
2022,2022-03-06,15,THE LAST THING HE TOLD ME,Laura Dave,Simon & Schuster,Hannah Hall discovers truths about her missing husband and bonds with his daughter from a previous relationship.
2022,2022-03-13,1,THE PARIS APARTMENT,Lucy Foley,Morrow,Jess has suspicions about her half-brother’s neighbors when he goes missing.
2022,2022-03-13,2,IT ENDS WITH US,Colleen Hoover,Atria,A battered wife raised in a violent home attempts to halt the cycle of abuse.
2022,2022-03-13,3,VERITY,Colleen Hoover,Grand Central,Lowen Ashleigh is hired by the husband of an injured writer to complete her popular series and uncovers a horrifying truth.
2022,2022-03-13,4,HOUSE OF SKY AND BREATH,Sarah J. Maas,Bloomsbury,The second book in the Crescent City series. Bryce Quinlan and Hunt Athalar must choose to fight or stay silent.
2022,2022-03-13,5,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,A movie icon recounts stories of her loves and career to a struggling magazine writer.
2022,2022-03-13,6,NOTHING TO LOSE,J.A. Jance,Morrow,The 25th book in the J.P. Beaumont series. Beaumont tracks a missing person in wintertime Alaska.
2022,2022-03-13,7,THE LOVE HYPOTHESIS,Ali Hazelwood,Berkley,A young professor agrees to pretend to be a third-year Ph.D. candidate’s boyfriend.
2022,2022-03-13,8,THE LINCOLN HIGHWAY,Amor Towles,Viking,Two friends who escaped from a juvenile work farm take Emmett Watson on an unexpected journey to New York City in 1954.
2022,2022-03-13,9,THE MAID,Nita Prose,Ballantine,"When a wealthy man is found dead in his room, a maid at the Regency Grand Hotel becomes a lead suspect."
2022,2022-03-13,10,WISH YOU WERE HERE,Jodi Picoult,Ballantine,Diana O’Toole re-evaluates her seemingly perfect life when a pandemic disrupts her vacation in the Galápagos Islands.
2022,2022-03-13,11,CARAMEL PECAN ROLL MURDER,Joanne Fluke,Kensington Cozies,The 28th book in the Hannah Swensen mystery series. A TV show host turns up dead at a fishing competition.
2022,2022-03-13,12,THE MIDNIGHT LIBRARY,Matt Haig,Viking,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.
2022,2022-03-13,13,THE LAST THING HE TOLD ME,Laura Dave,Simon & Schuster,Hannah Hall discovers truths about her missing husband and bonds with his daughter from a previous relationship.
2022,2022-03-13,14,UGLY LOVE,Colleen Hoover,Atria,"Tate Collins and Miles Archer, an airline pilot, think they can handle a no strings attached arrangement. But they can't."
2022,2022-03-13,15,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2022,2022-03-20,1,"HOOK, LINE, AND SINKER",Tessa Bailey,Avon,"Hannah Bellinger begins to fall for her roommate, who is a fisherman and a notorious ladies’ man."
2022,2022-03-20,2,IT ENDS WITH US,Colleen Hoover,Atria,A battered wife raised in a violent home attempts to halt the cycle of abuse.
2022,2022-03-20,3,THE PARIS APARTMENT,Lucy Foley,Morrow,Jess has suspicions about her half-brother’s neighbors when he goes missing.
2022,2022-03-20,4,VERITY,Colleen Hoover,Grand Central,Lowen Ashleigh is hired by the husband of an injured writer to complete her popular series and uncovers a horrifying truth.
2022,2022-03-20,5,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,A movie icon recounts stories of her loves and career to a struggling magazine writer.
2022,2022-03-20,6,PHANTOM GAME,Christine Feehan,Berkley,The 18th book in the GhostWalker series. Jonas must convince Camellia to not run away from him.
2022,2022-03-20,7,HOUSE OF SKY AND BREATH,Sarah J. Maas,Bloomsbury,The second book in the Crescent City series. Bryce Quinlan and Hunt Athalar must choose to fight or stay silent.
2022,2022-03-20,8,ONE ITALIAN SUMMER,Rebecca Serle,Atria,"During a summer trip in Italy, Katy’s late mother reappears as a 30-year-old woman."
2022,2022-03-20,9,UGLY LOVE,Colleen Hoover,Atria,"Tate Collins and Miles Archer, an airline pilot, think they can handle a no strings attached arrangement. But they can't."
2022,2022-03-20,10,THE LOVE HYPOTHESIS,Ali Hazelwood,Berkley,A young professor agrees to pretend to be a third-year Ph.D. candidate’s boyfriend.
2022,2022-03-20,11,SOOLEY,John Grisham,Doubleday,Samuel Sooleymon receives a basketball scholarship to North Carolina Central and determines to bring his family over from a civil war-ravaged South Sudan.
2022,2022-03-20,12,THE MAID,Nita Prose,Ballantine,"When a wealthy man is found dead in his room, a maid at the Regency Grand Hotel becomes a lead suspect."
2022,2022-03-20,13,THE LINCOLN HIGHWAY,Amor Towles,Viking,Two friends who escaped from a juvenile work farm take Emmett Watson on an unexpected journey to New York City in 1954.
2022,2022-03-20,14,THE ATLAS SIX,Olivie Blake,Tor,Atlas Blakely recruits six candidates to fight for five spots in a secret society of magical academicians.
2022,2022-03-20,15,THE CLUB,Ellery Lloyd,Harper,"Off the English coast, the body count rises at a celebrity members’ club."
2022,2022-03-27,1,"RUN, ROSE, RUN",Dolly Parton and James Patterson,"Little, Brown",A singer-songwriter goes to Nashville seeking stardom but is followed by her dark past.
2022,2022-03-27,2,SHADOWS REEL,C.J. Box,Putnam,"The 22nd book in the Joe Pickett series. A fishing guide’s murder, stolen falcons and a Nazi official’s photo album heighten the danger."
2022,2022-03-27,3,IT ENDS WITH US,Colleen Hoover,Atria,A battered wife raised in a violent home attempts to halt the cycle of abuse.
2022,2022-03-27,4,HIGH STAKES,Danielle Steel,Delacorte,A new assistant seeks to shake things up at a boutique literary and talent agency where damaging secrets have been kept hidden.
2022,2022-03-27,5,VERITY,Colleen Hoover,Grand Central,Lowen Ashleigh is hired by the husband of an injured writer to complete her popular series and uncovers a horrifying truth.
2022,2022-03-27,6,THE PARIS APARTMENT,Lucy Foley,Morrow,Jess has suspicions about her half-brother’s neighbors when he goes missing.
2022,2022-03-27,7,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,A movie icon recounts stories of her loves and career to a struggling magazine writer.
2022,2022-03-27,8,THE GOLDEN COUPLE,Greer Hendricks and Sarah Pekkanen,St. Martin's,An infidelity forces Marissa and Matthew to seek help from an unlicensed therapist who uses unorthodox methods.
2022,2022-03-27,9,THE LIGHTNING ROD,Brad Meltzer,Morrow,The second book in the Escape Artist series. Zig stumbles upon a hidden group that threatens America's safety and security.
2022,2022-03-27,10,ONE ITALIAN SUMMER,Rebecca Serle,Atria,"During a summer trip in Italy, Katy’s late mother reappears as a 30-year-old woman."
2022,2022-03-27,11,THE LOVE HYPOTHESIS,Ali Hazelwood,Berkley,A young professor agrees to pretend to be a third-year Ph.D. candidate’s boyfriend.
2022,2022-03-27,12,PEOPLE WE MEET ON VACATION,Emily Henry,Berkley,Opposites Poppy and Alex meet to vacation together one more time in hopes of saving their relationship.
2022,2022-03-27,13,THE MIDNIGHT LIBRARY,Matt Haig,Viking,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.
2022,2022-03-27,14,THE LINCOLN HIGHWAY,Amor Towles,Viking,Two friends who escaped from a juvenile work farm take Emmett Watson on an unexpected journey to New York City in 1954.
2022,2022-03-27,15,THE MAID,Nita Prose,Ballantine,"When a wealthy man is found dead in his room, a maid at the Regency Grand Hotel becomes a lead suspect."
2022,2022-04-03,1,THE MATCH,Harlan Coben,Grand Central,The second book in the Wilde series. Questions surface when Wilde connects with family members who have been out of his life.
2022,2022-04-03,2,"RUN, ROSE, RUN",Dolly Parton and James Patterson,"Little, Brown",A singer-songwriter goes to Nashville seeking stardom but is followed by her dark past.
2022,2022-04-03,3,IT ENDS WITH US,Colleen Hoover,Atria,A battered wife raised in a violent home attempts to halt the cycle of abuse.
2022,2022-04-03,4,VERITY,Colleen Hoover,Grand Central,Lowen Ashleigh is hired by the husband of an injured writer to complete her popular series and uncovers a horrifying truth.
2022,2022-04-03,5,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,A movie icon recounts stories of her loves and career to a struggling magazine writer.
2022,2022-04-03,6,SHADOWS REEL,C.J. Box,Putnam,"The 22nd book in the Joe Pickett series. A fishing guide’s murder, stolen falcons and a Nazi official’s photo album heighten the danger."
2022,2022-04-03,7,THE PARIS APARTMENT,Lucy Foley,Morrow,Jess has suspicions about her half-brother’s neighbors when he goes missing.
2022,2022-04-03,8,THE MAID,Nita Prose,Ballantine,"When a wealthy man is found dead in his room, a maid at the Regency Grand Hotel becomes a lead suspect."
2022,2022-04-03,9,GIVE UNTO OTHERS,Donna Leon,Atlantic Monthly,The 31st book in the Commissario Guido Brunetti series. A favor for a family friend leads to an investigation of a venerable Italian institution.
2022,2022-04-03,10,THE KAIJU PRESERVATION SOCIETY,John Scalzi,Tor,"To break away from a Covid-19 stricken New York City, a food delivery driver takes a job to help save a group of endangered animals living on another planet."
2022,2022-04-03,11,NOVEMBER 9,Colleen Hoover,Atria,Is Ben using his relationship with Fallon as fodder for his novel?
2022,2022-04-03,12,THE LIGHTNING ROD,Brad Meltzer,Morrow,The second book in the Escape Artist series. Zig stumbles upon a hidden group that threatens America's safety and security.
2022,2022-04-03,13,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2022,2022-04-03,14,THE LOVE HYPOTHESIS,Ali Hazelwood,Berkley,A young professor agrees to pretend to be a third-year Ph.D. candidate’s boyfriend.
2022,2022-04-03,15,ONE ITALIAN SUMMER,Rebecca Serle,Atria,"During a summer trip in Italy, Katy’s late mother reappears as a 30-year-old woman."
2022,2022-04-10,1,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect."
2022,2022-04-10,2,"RUN, ROSE, RUN",Dolly Parton and James Patterson,"Little, Brown",A singer-songwriter goes to Nashville seeking stardom but is followed by her dark past.
2022,2022-04-10,3,THE RECOVERY AGENT,Janet Evanovich,Atria,"When her family’s home is threatened, Gabriela Rose goes with her ex-husband to seek lost treasure in the jungles of Peru."
2022,2022-04-10,4,IT ENDS WITH US,Colleen Hoover,Atria,A battered wife raised in a violent home attempts to halt the cycle of abuse.
2022,2022-04-10,5,VERITY,Colleen Hoover,Grand Central,Lowen Ashleigh is hired by the husband of an injured writer to complete her popular series and uncovers a horrifying truth.
2022,2022-04-10,6,A SAFE HOUSE,Stuart Woods,Putnam,The 61st book in the Stone Barrington series. Transporting secret cargo sends Stone on an adventure on both sides of the Atlantic.
2022,2022-04-10,7,THE SEVEN HUSBANDS OF EVELYN HUGO,Taylor Jenkins Reid,Washington Square/Atria,A movie icon recounts stories of her loves and career to a struggling magazine writer.
2022,2022-04-10,8,A SUNLIT WEAPON,Jacqueline Winspear,Harper,The 17th book in the Maisie Dobbs series. Dobbs works to uncover a plot that jeopardizes the safety of Eleanor Roosevelt.
2022,2022-04-10,9,FRENCH BRAID,Anne Tyler,Knopf,The ups and downs of a Baltimore family from the 1950s to the pandemic present.
2022,2022-04-10,10,THE MATCH,Harlan Coben,Grand Central,The second book in the Wilde series. Questions surface when Wilde connects with family members who have been out of his life.
2022,2022-04-10,11,THE PARIS APARTMENT,Lucy Foley,Morrow,Jess has suspicions about her half-brother’s neighbors when he goes missing.
2022,2022-04-10,12,UGLY LOVE,Colleen Hoover,Atria,"Tate Collins and Miles Archer, an airline pilot, think they can handle a no strings attached arrangement. But they can't."
2022,2022-04-10,13,NOVEMBER 9,Colleen Hoover,Atria,Is Ben using his relationship with Fallon as fodder for his novel?
2022,2022-04-10,14,SHADOWS REEL,C.J. Box,Putnam,"The 22nd book in the Joe Pickett series. A fishing guide’s murder, stolen falcons and a Nazi official’s photo album heighten the danger."
2022,2022-04-10,15,THE LOVE HYPOTHESIS,Ali Hazelwood,Berkley,A young professor agrees to pretend to be a third-year Ph.D. candidate’s boyfriend.
