year,week,rank,title,author
2012,2012-04-29,6,SACRÉ BLEU,Christopher Moore
2012,2012-04-29,7,BETRAYAL,Danielle Steel
2012,2012-04-29,8,STAY CLOSE,Harlan Coben
2012,2012-04-29,9,THE LIMPOPO ACADEMY OF PRIVATE DETECTION,Alexander McCall Smith
2012,2012-04-29,10,A DANCE WITH DRAGONS,George R. R. Martin
2012,2012-04-29,11,THE BEGINNER'S GOODBYE,Anne Tyler
2012,2012-04-29,12,THE LIFEBOAT,Charlotte Rogan
2012,2012-04-29,13,LOVER REBORN,J.R. Ward
2012,2012-04-29,14,LONE WOLF,Jodi Picoult
2012,2012-04-29,15,KILL SHOT,Vince Flynn
2012,2012-04-29,16,THE COVE,Ron Rash
2012,2012-05-06,1,THE INNOCENT,David Baldacci
2012,2012-05-06,2,THE WITNESS,Nora Roberts
2012,2012-05-06,3,CALICO JOE,John Grisham
2012,2012-05-06,4,UNNATURAL ACTS,Stuart Woods
2012,2012-05-06,5,GUILTY WIVES,James Patterson and David Ellis
2012,2012-05-06,6,THE LOST YEARS,Mary Higgins Clark
2012,2012-05-06,7,WHAT DOESN'T KILL YOU,Iris Johansen
2012,2012-05-06,8,COME HOME,Lisa Scottoline
2012,2012-05-06,9,SACRÉ BLEU,Christopher Moore
2012,2012-05-06,10,THE SHOEMAKER'S WIFE,Adriana Trigiani
2012,2012-05-06,11,THE LIMPOPO ACADEMY OF PRIVATE DETECTION,Alexander McCall Smith
2012,2012-05-06,12,BETRAYAL,Danielle Steel
2012,2012-05-06,13,STAY CLOSE,Harlan Coben
2012,2012-05-06,14,A DANCE WITH DRAGONS,George R. R. Martin
2012,2012-05-06,15,THE LIFEBOAT,Charlotte Rogan
2012,2012-05-06,16,THE BEGINNER’S GOODBYE,Anne Tyler
2012,2012-05-13,1,THE WIND THROUGH THE KEYHOLE,Stephen King
2012,2012-05-13,2,THE INNOCENT,David Baldacci
2012,2012-05-13,3,CALICO JOE,John Grisham
2012,2012-05-13,4,THE WITNESS,Nora Roberts
2012,2012-05-13,5,CRYSTAL GARDENS,Amanda Quick
2012,2012-05-13,6,GUILTY WIVES,James Patterson and David Ellis
2012,2012-05-13,7,THE LOST YEARS,Mary Higgins Clark
2012,2012-05-13,8,UNNATURAL ACTS,Stuart Woods
2012,2012-05-13,9,THE SHOEMAKER'S WIFE,Adriana Trigiani
2012,2012-05-13,10,SACRÉ BLEU,Christopher Moore
2012,2012-05-13,11,A DANCE WITH DRAGONS,George R. R. Martin
2012,2012-05-13,12,THE LIMPOPO ACADEMY OF PRIVATE DETECTION,Alexander McCall Smith
2012,2012-05-13,13,COME HOME,Lisa Scottoline
2012,2012-05-13,14,INTO THE DREAMING,Karen Marie Moning
2012,2012-05-13,15,BETRAYAL,Danielle Steel
2012,2012-05-13,16,WHAT DOESN'T KILL YOU,Iris Johansen
2012,2012-05-20,1,DEADLOCKED,Charlaine Harris
2012,2012-05-20,2,THE WIND THROUGH THE KEYHOLE,Stephen King
2012,2012-05-20,3,THE INNOCENT,David Baldacci
2012,2012-05-20,4,CALICO JOE,John Grisham
2012,2012-05-20,5,THE WITNESS,Nora Roberts
2012,2012-05-20,6,ROBERT B. PARKER'S LULLABY,Ace Atkins
2012,2012-05-20,7,GUILTY WIVES,James Patterson and David Ellis
2012,2012-05-20,8,THE LOST YEARS,Mary Higgins Clark
2012,2012-05-20,9,UNNATURAL ACTS,Stuart Woods
2012,2012-05-20,10,THE SHOEMAKER'S WIFE,Adriana Trigiani
2012,2012-05-20,11,A DANCE WITH DRAGONS,George R. R. Martin
2012,2012-05-20,12,SACRÉ BLEU,Christopher Moore
2012,2012-05-20,13,THE REVEREND'S WIFE,Kimberla Lawson Roby
2012,2012-05-20,14,BORN OF SILENCE,Sherrilyn Kenyon
2012,2012-05-20,15,SKINNYDIPPING,Bethenny Frankel with Eve Adamson
2012,2012-05-20,16,THE LIMPOPO ACADEMY OF PRIVATE DETECTION,Alexander McCall Smith
2012,2012-05-27,1,11TH HOUR,James Patterson and Maxine Paetro
2012,2012-05-27,2,DEADLOCKED,Charlaine Harris
2012,2012-05-27,3,BRING UP THE BODIES,Hilary Mantel
2012,2012-05-27,4,THE ROAD TO GRACE,Richard Paul Evans
2012,2012-05-27,5,IN ONE PERSON,John Irving
2012,2012-05-27,6,THE INNOCENT,David Baldacci
2012,2012-05-27,7,CALICO JOE,John Grisham
2012,2012-05-27,8,THE WIND THROUGH THE KEYHOLE,Stephen King
2012,2012-05-27,9,HOME,Toni Morrison
2012,2012-05-27,10,THE WITNESS,Nora Roberts
2012,2012-05-27,11,THE SINS OF THE FATHER,Jeffrey Archer
2012,2012-05-27,12,ROBERT B. PARKER'S LULLABY,Ace Atkins
2012,2012-05-27,13,THE LOST YEARS,Mary Higgins Clark
2012,2012-05-27,14,A DOG'S JOURNEY,W. Bruce Cameron
2012,2012-05-27,15,THE SHOEMAKER'S WIFE,Adriana Trigiani
2012,2012-05-27,16,THE FAMILY CORLEONE,Ed Falco
2012,2012-06-03,1,STOLEN PREY,John Sandford
2012,2012-06-03,2,11TH HOUR,James Patterson and Maxine Paetro
2012,2012-06-03,3,DEADLOCKED,Charlaine Harris
2012,2012-06-03,4,THE COLUMBUS AFFAIR,Steve Berry
2012,2012-06-03,5,CALICO JOE,John Grisham
2012,2012-06-03,6,THE INNOCENT,David Baldacci
2012,2012-06-03,7,IN ONE PERSON,John Irving
2012,2012-06-03,8,BRING UP THE BODIES,Hilary Mantel
2012,2012-06-03,9,THE WIND THROUGH THE KEYHOLE,Stephen King
2012,2012-06-03,10,HOME,Toni Morrison
2012,2012-06-03,11,THE WITNESS,Nora Roberts
2012,2012-06-03,12,THE ROAD TO GRACE,Richard Paul Evans
2012,2012-06-03,13,A DANCE WITH DRAGONS,George R. R. Martin
2012,2012-06-03,14,THE SINS OF THE FATHER,Jeffrey Archer
2012,2012-06-03,15,THE FAMILY CORLEONE,Ed Falco
2012,2012-06-03,16,ROBERT B. PARKER’S LULLABY,Ace Atkins
2012,2012-06-10,1,STOLEN PREY,John Sandford
2012,2012-06-10,2,11TH HOUR,James Patterson and Maxine Paetro
2012,2012-06-10,3,DEADLOCKED,Charlaine Harris
2012,2012-06-10,4,CALICO JOE,John Grisham
2012,2012-06-10,5,THE INNOCENT,David Baldacci
2012,2012-06-10,6,BRING UP THE BODIES,Hilary Mantel
2012,2012-06-10,7,IN ONE PERSON,John Irving
2012,2012-06-10,8,CANADA,Richard Ford
2012,2012-06-10,9,THE COLUMBUS AFFAIR,Steve Berry
2012,2012-06-10,10,THE WIND THROUGH THE KEYHOLE,Stephen King
2012,2012-06-10,11,A DANCE WITH DRAGONS,George R. R. Martin
2012,2012-06-10,12,HOME,Toni Morrison
2012,2012-06-10,13,THE SINS OF THE FATHER,Jeffrey Archer
2012,2012-06-10,14,BEAUTIFUL SACRIFICE,Elizabeth Lowell
2012,2012-06-10,15,THE ROAD TO GRACE,Richard Paul Evans
2012,2012-06-17,1,THE STORM,Clive Cussler and Graham Brown
2012,2012-06-17,2,11TH HOUR,James Patterson and Maxine Paetro
2012,2012-06-17,3,STOLEN PREY,John Sandford
2012,2012-06-17,4,CALICO JOE,John Grisham
2012,2012-06-17,5,DEADLOCKED,Charlaine Harris
2012,2012-06-17,6,BRING UP THE BODIES,Hilary Mantel
2012,2012-06-17,7,A BLAZE OF GLORY,Jeff Shaara
2012,2012-06-17,8,THE INNOCENT,David Baldacci
2012,2012-06-17,9,A DANCE WITH DRAGONS,George R. R. Martin
2012,2012-06-17,10,IN ONE PERSON,John Irving
2012,2012-06-17,11,THE WIND THROUGH THE KEYHOLE,Stephen King
2012,2012-06-17,12,CANADA,Richard Ford
2012,2012-06-17,13,ISTANBUL PASSAGE,Joseph Kanon
2012,2012-06-17,14,HOME,Toni Morrison
2012,2012-06-17,15,THE ROAD TO GRACE,Richard Paul Evans
2012,2012-06-17,16,TANGLE OF NEED,Nalini Singh
2012,2012-06-24,1,KISS THE DEAD,Laurell K. Hamilton
2012,2012-06-24,2,GONE GIRL,Gillian Flynn
2012,2012-06-24,3,CALICO JOE,John Grisham
2012,2012-06-24,4,THE STORM,Clive Cussler and Graham Brown
2012,2012-06-24,5,SPRING FEVER,Mary Kay Andrews
2012,2012-06-24,6,11TH HOUR,James Patterson and Maxine Paetro
2012,2012-06-24,7,STOLEN PREY,John Sandford
2012,2012-06-24,8,THE INNOCENT,David Baldacci
2012,2012-06-24,9,A DANCE WITH DRAGONS,George R. R. Martin
2012,2012-06-24,10,DEADLOCKED,Charlaine Harris
2012,2012-06-24,11,BRING UP THE BODIES,Hilary Mantel
2012,2012-06-24,12,THE BOURNE IMPERATIVE,Eric Van Lustbader
2012,2012-06-24,13,A BLAZE OF GLORY,Jeff Shaara
2012,2012-06-24,14,THE WIND THROUGH THE KEYHOLE,Stephen King
2012,2012-06-24,15,REDSHIRTS,John Scalzi
2012,2012-06-24,16,CANADA,Richard Ford
2012,2012-07-01,1,CALICO JOE,John Grisham
2012,2012-07-01,2,MISSION TO PARIS,Alan Furst
2012,2012-07-01,3,GONE GIRL,Gillian Flynn
2012,2012-07-01,4,THE THIRD GATE,Lincoln Child
2012,2012-07-01,5,PORCH LIGHTS,Dorothea Benton Frank
2012,2012-07-01,6,CANADA,Richard Ford
2012,2012-07-01,7,THE STORM,Clive Cussler and Graham Brown
2012,2012-07-01,8,A BLAZE OF GLORY,Jeff Shaara
2012,2012-07-01,9,THE INNOCENT,David Baldacci
2012,2012-07-01,10,11TH HOUR,James Patterson and Maxine Paetro
2012,2012-07-01,11,STOLEN PREY,John Sandford
2012,2012-07-01,12,A DANCE WITH DRAGONS,George R. R. Martin
2012,2012-07-01,13,KISS THE DEAD,Laurell K. Hamilton
2012,2012-07-01,14,BRING UP THE BODIES,Hilary Mantel
2012,2012-07-01,15,XO,Jeffery Deaver
2012,2012-07-01,16,THE WIND THROUGH THE KEYHOLE,Stephen King
2012,2012-07-08,1,WICKED BUSINESS,Janet Evanovich
2012,2012-07-08,2,GONE GIRL,Gillian Flynn
2012,2012-07-08,3,CALICO JOE,John Grisham
2012,2012-07-08,4,MISSION TO PARIS,Alan Furst
2012,2012-07-08,5,CANADA,Richard Ford
2012,2012-07-08,6,A DANCE WITH DRAGONS,George R. R. Martin
2012,2012-07-08,7,THE INNOCENT,David Baldacci
2012,2012-07-08,8,THE STORM,Clive Cussler and Graham Brown
2012,2012-07-08,9,THE THIRD GATE,Lincoln Child
2012,2012-07-08,10,PORCH LIGHTS,Dorothea Benton Frank
2012,2012-07-08,11,STOLEN PREY,John Sandford
2012,2012-07-08,12,11TH HOUR,James Patterson and Maxine Paetro
2012,2012-07-08,13,THE LONG EARTH,Terry Pratchett and Stephen Baxter
2012,2012-07-08,14,A BLAZE OF GLORY,Jeff Shaara
2012,2012-07-08,15,BRING UP THE BODIES,Hilary Mantel
2012,2012-07-08,16,A HOLOGRAM FOR THE KING,Dave Eggers
2012,2012-07-15,1,GONE GIRL,Gillian Flynn
2012,2012-07-15,2,WICKED BUSINESS,Janet Evanovich
2012,2012-07-15,3,BLOODLINE,James Rollins
2012,2012-07-15,4,SUMMERLAND,Elin Hilderbrand
2012,2012-07-15,5,MISSION TO PARIS,Alan Furst
2012,2012-07-15,6,THE AGE OF MIRACLES,Karen Thompson Walker
2012,2012-07-15,7,CALICO JOE,John Grisham
2012,2012-07-15,8,A DANCE WITH DRAGONS,George R. R. Martin
2012,2012-07-15,9,CANADA,Richard Ford
2012,2012-07-15,10,THE THIRD GATE,Lincoln Child
2012,2012-07-15,11,PORCH LIGHTS,Dorothea Benton Frank
2012,2012-07-15,12,THE INNOCENT,David Baldacci
2012,2012-07-15,13,11TH HOUR,James Patterson and Maxine Paetro
2012,2012-07-15,14,BRING UP THE BODIES,Hilary Mantel
2012,2012-07-15,15,BEAUTIFUL RUINS,Jess Walter
2012,2012-07-15,16,SEATING ARRANGEMENTS,Maggie Shipstead
2012,2012-07-22,1,GONE GIRL,Gillian Flynn
2012,2012-07-22,2,THE NEXT BEST THING,Jennifer Weiner
2012,2012-07-22,3,WICKED BUSINESS,Janet Evanovich
2012,2012-07-22,4,CRIMINAL,Karin Slaughter
2012,2012-07-22,5,BLOODLINE,James Rollins
2012,2012-07-22,6,MISSION TO PARIS,Alan Furst
2012,2012-07-22,7,A DANCE WITH DRAGONS,George R. R. Martin
2012,2012-07-22,8,SUMMERLAND,Elin Hilderbrand
2012,2012-07-22,9,CALICO JOE,John Grisham
2012,2012-07-22,10,THE AGE OF MIRACLES,Karen Thompson Walker
2012,2012-07-22,11,BEAUTIFUL RUINS,Jess Walter
2012,2012-07-22,12,CANADA,Richard Ford
2012,2012-07-22,13,PORCH LIGHTS,Dorothea Benton Frank
2012,2012-07-22,14,GOLD,Chris Cleave
2012,2012-07-22,15,THE THIRD GATE,Lincoln Child
2012,2012-07-22,16,THE INNOCENT,David Baldacci
2012,2012-07-29,1,SHADOW OF NIGHT,Deborah Harkness
2012,2012-07-29,2,"I, MICHAEL BENNETT",James Patterson and Michael Ledwidge
2012,2012-07-29,3,GONE GIRL,Gillian Flynn
2012,2012-07-29,4,BACKFIRE,Catherine Coulter
2012,2012-07-29,5,THE NEXT BEST THING,Jennifer Weiner
2012,2012-07-29,6,WICKED BUSINESS,Janet Evanovich
2012,2012-07-29,7,THE GREAT ESCAPE,Susan Elizabeth Phillips
2012,2012-07-29,8,A DANCE WITH DRAGONS,George R. R. Martin
2012,2012-07-29,9,THE PRISONER OF HEAVEN,Carlos Ruiz Zafon
2012,2012-07-29,10,NIGHT WATCH,Linda Fairstein
2012,2012-07-29,11,CRIMINAL,Karin Slaughter
2012,2012-07-29,12,MISSION TO PARIS,Alan Furst
2012,2012-07-29,13,CALICO JOE,John Grisham
2012,2012-07-29,14,SUMMERLAND,Elin Hilderbrand
2012,2012-07-29,15,BLOODLINE,James Rollins
2012,2012-07-29,16,BEAUTIFUL RUINS,Jess Walter
2012,2012-08-05,1,THE FALLEN ANGEL,Daniel Silva
2012,2012-08-05,2,GONE GIRL,Gillian Flynn
2012,2012-08-05,3,"I, MICHAEL BENNETT",James Patterson and Michael Ledwidge
2012,2012-08-05,4,SHADOW OF NIGHT,Deborah Harkness
2012,2012-08-05,5,CREOLE BELLE,James Lee Burke
2012,2012-08-05,6,BACKFIRE,Catherine Coulter
2012,2012-08-05,7,THE SANDCASTLE GIRLS,Chris Bohjalian
2012,2012-08-05,8,A DANCE WITH DRAGONS,George R. R. Martin
2012,2012-08-05,9,THE NEXT BEST THING,Jennifer Weiner
2012,2012-08-05,10,CLOSE YOUR EYES,Iris Johansen and Roy Johansen
2012,2012-08-05,11,WICKED BUSINESS,Janet Evanovich
2012,2012-08-05,12,BEAUTIFUL RUINS,Jess Walter
2012,2012-08-05,13,CALICO JOE,John Grisham
2012,2012-08-05,14,EARTH UNAWARE,Orson Scott Card and Aaron Johnston
2012,2012-08-05,15,MISSION TO PARIS,Alan Furst
2012,2012-08-05,16,CRIMINAL,Karin Slaughter
2012,2012-08-12,1,GONE GIRL,Gillian Flynn
2012,2012-08-12,2,WHERE WE BELONG,Emily Giffin
2012,2012-08-12,3,FRIENDS FOREVER,Danielle Steel
2012,2012-08-12,4,BLACK LIST,Brad Thor
2012,2012-08-12,5,THE FALLEN ANGEL,Daniel Silva
2012,2012-08-12,6,BROKEN HARBOR,Tana French
2012,2012-08-12,7,"I, MICHAEL BENNETT",James Patterson and Michael Ledwidge
2012,2012-08-12,8,SHADOW OF NIGHT,Deborah Harkness
2012,2012-08-12,9,CREOLE BELLE,James Lee Burke
2012,2012-08-12,10,A DANCE WITH DRAGONS,George R. R. Martin
2012,2012-08-12,11,JUDGMENT CALL,J. A. Jance
2012,2012-08-12,12,BACKFIRE,Catherine Coulter
2012,2012-08-12,13,THE SANDCASTLE GIRLS,Chris Bohjalian
2012,2012-08-12,14,THE NEXT BEST THING,Jennifer Weiner
2012,2012-08-12,15,THIRTEEN,Kelley Armstrong
2012,2012-08-19,1,GONE GIRL,Gillian Flynn
2012,2012-08-19,2,ODD APOCALYPSE,Dean Koontz
2012,2012-08-19,3,WHERE WE BELONG,Emily Giffin
2012,2012-08-19,4,FRIENDS FOREVER,Danielle Steel
2012,2012-08-19,5,BLACK LIST,Brad Thor
2012,2012-08-19,6,THE FALLEN ANGEL,Daniel Silva
2012,2012-08-19,7,THE LIGHT BETWEEN OCEANS,M. L. Stedman
2012,2012-08-19,8,"I, MICHAEL BENNETT",James Patterson and Michael Ledwidge
2012,2012-08-19,9,SHADOW OF NIGHT,Deborah Harkness
2012,2012-08-19,10,A DANCE WITH DRAGONS,George R. R. Martin
2012,2012-08-19,11,BROKEN HARBOR,Tana French
2012,2012-08-19,12,CREOLE BELLE,James Lee Burke
2012,2012-08-19,13,HAVEN,Kay Hooper
2012,2012-08-19,14,BACKFIRE,Catherine Coulter
2012,2012-08-19,15,THE SANDCASTLE GIRLS,Chris Bohjalian
2012,2012-08-19,16,JUDGMENT CALL,J. A. Jance
2012,2012-08-26,1,GONE GIRL,Gillian Flynn
2012,2012-08-26,2,SWEET TALK,Julie Garwood
2012,2012-08-26,3,WHERE WE BELONG,Emily Giffin
2012,2012-08-26,4,CHARON'S CLAW,R. A. Salvatore
2012,2012-08-26,5,ODD APOCALYPSE,Dean Koontz
2012,2012-08-26,6,THE SPYMASTERS,W. E. B. Griffin and William E. Butterworth IV
2012,2012-08-26,7,THE LIGHT BETWEEN OCEANS,M. L. Stedman
2012,2012-08-26,8,TIME UNTIME,Sherrilyn Kenyon
2012,2012-08-26,9,BLACK LIST,Brad Thor
2012,2012-08-26,10,THE FALLEN ANGEL,Daniel Silva
2012,2012-08-26,11,FRIENDS FOREVER,Danielle Steel
2012,2012-08-26,12,A DANCE WITH DRAGONS,George R. R. Martin
2012,2012-08-26,13,"I, MICHAEL BENNETT",James Patterson and Michael Ledwidge
2012,2012-08-26,14,SHADOW OF NIGHT,Deborah Harkness
2012,2012-08-26,15,YOU DON'T WANT TO KNOW,Lisa Jackson
2012,2012-09-02,1,GONE GIRL,Gillian Flynn
2012,2012-09-02,2,THE INN AT ROSE HARBOR,Debbie Macomber
2012,2012-09-02,3,WHERE WE BELONG,Emily Giffin
2012,2012-09-02,4,THE KINGMAKER'S DAUGHTER,Philippa Gregory
2012,2012-09-02,5,THE LIGHT BETWEEN OCEANS,M. L. Stedman
2012,2012-09-02,6,A DANCE WITH DRAGONS,George R. R. Martin
2012,2012-09-02,7,ODD APOCALYPSE,Dean Koontz
2012,2012-09-02,8,BLACK LIST,Brad Thor
2012,2012-09-02,9,THE FALLEN ANGEL,Daniel Silva
2012,2012-09-02,10,FRIENDS FOREVER,Danielle Steel
2012,2012-09-02,11,SHADOW OF NIGHT,Deborah Harkness
2012,2012-09-02,12,SWEET TALK,Julie Garwood
2012,2012-09-02,13,THE DOG STARS,Peter Heller
2012,2012-09-02,14,THE SPYMASTERS,W. E. B. Griffin and William E. Butterworth IV
2012,2012-09-02,15,"I, MICHAEL BENNETT",James Patterson and Michael Ledwidge
2012,2012-09-02,16,CHARON’S CLAW,R. A. Salvatore
2012,2012-09-09,1,GONE GIRL,Gillian Flynn
2012,2012-09-09,2,THE INN AT ROSE HARBOR,Debbie Macomber
2012,2012-09-09,3,WARDS OF FAERIE,Terry Brooks
2012,2012-09-09,4,THE LIGHT BETWEEN OCEANS,M. L. Stedman
2012,2012-09-09,5,A DANCE WITH DRAGONS,George R. R. Martin
2012,2012-09-09,6,WHERE WE BELONG,Emily Giffin
2012,2012-09-09,7,ODD APOCALYPSE,Dean Koontz
2012,2012-09-09,8,BLACK LIST,Brad Thor
2012,2012-09-09,9,"WHERE'D YOU GO, BERNADETTE",Maria Semple
2012,2012-09-09,10,THE FALLEN ANGEL,Daniel Silva
2012,2012-09-09,11,THE KINGMAKER'S DAUGHTER,Philippa Gregory
2012,2012-09-09,12,TRICKSTER'S POINT,William Kent Krueger
2012,2012-09-09,13,SHADOW OF NIGHT,Deborah Harkness
2012,2012-09-09,14,THE DOG STARS,Peter Heller
2012,2012-09-09,15,FRIENDS FOREVER,Danielle Steel
2012,2012-09-16,1,GONE GIRL,Gillian Flynn
2012,2012-09-16,2,THE BEAUTIFUL MYSTERY,Louise Penny
2012,2012-09-16,3,LAST TO DIE,Tess Gerritsen
2012,2012-09-16,4,BONES ARE FOREVER,Kathy Reichs
2012,2012-09-16,5,THE LIGHT BETWEEN OCEANS,M. L. Stedman
2012,2012-09-16,6,A DANCE WITH DRAGONS,George R. R. Martin
2012,2012-09-16,7,THE INN AT ROSE HARBOR,Debbie Macomber
2012,2012-09-16,8,WHERE WE BELONG,Emily Giffin
2012,2012-09-16,9,FRIENDS FOREVER,Danielle Steel
2012,2012-09-16,10,A SUNLESS SEA,Anne Perry
2012,2012-09-16,11,ODD APOCALYPSE,Dean Koontz
2012,2012-09-16,12,BLACK LIST,Brad Thor
2012,2012-09-16,13,JAINA PROUDMOORE: TIDES OF WAR,Christie Golden
2012,2012-09-16,14,THE KINGMAKER'S DAUGHTER,Philippa Gregory
2012,2012-09-16,15,SHADOW OF NIGHT,Deborah Harkness
2012,2012-09-16,16,"WHERE'D YOU GO, BERNADETTE?",Maria Semple
2012,2012-09-23,1,THE TIME KEEPER,Mitch Albom
2012,2012-09-23,2,ZOO,James Patterson and Michael Ledwidge
2012,2012-09-23,3,GONE GIRL,Gillian Flynn
2012,2012-09-23,4,THE TOMBS,Clive Cussler and Thomas Perry
2012,2012-09-23,5,A DANCE WITH DRAGONS,George R. R. Martin
2012,2012-09-23,6,THE LIGHT BETWEEN OCEANS,M. L. Stedman
2012,2012-09-23,7,LAST TO DIE,Tess Gerritsen
2012,2012-09-23,8,NW,Zadie Smith
2012,2012-09-23,9,GARMENT OF SHADOWS,Laurie R. King
2012,2012-09-23,10,THE BEAUTIFUL MYSTERY,Louise Penny
2012,2012-09-23,11,THE INN AT ROSE HARBOR,Debbie Macomber
2012,2012-09-23,12,BONES ARE FOREVER,Kathy Reichs
2012,2012-09-23,13,LORD OF MOUNTAINS,S. M. Stirling
2012,2012-09-23,14,WHERE WE BELONG,Emily Giffin
2012,2012-09-23,15,GONE,Randy Wayne White
2012,2012-09-23,16,TIGER'S CLAW,Dale Brown
2012,2012-09-30,1,A WANTED MAN,Lee Child
2012,2012-09-30,2,GONE GIRL,Gillian Flynn
2012,2012-09-30,3,THE TIME KEEPER,Mitch Albom
2012,2012-09-30,4,DELUSION IN DEATH,J. D. Robb
2012,2012-09-30,5,TELEGRAPH AVENUE,Michael Chabon
2012,2012-09-30,6,THIS IS HOW YOU LOSE HER,Junot Díaz
2012,2012-09-30,7,ZOO,James Patterson and Michael Ledwidge
2012,2012-09-30,8,FROZEN HEAT,Richard Castle
2012,2012-09-30,9,THE TOMBS,Clive Cussler and Thomas Perry
2012,2012-09-30,10,ROBERT B. PARKER'S FOOL ME TWICE,Michael Brandman
2012,2012-09-30,11,THE BLINDING KNIFE,Brent Weeks
2012,2012-09-30,12,A DANCE WITH DRAGONS,George R. R. Martin
2012,2012-09-30,13,THE LIGHT BETWEEN OCEANS,M. L. Stedman
2012,2012-09-30,14,NW,Zadie Smith
2012,2012-09-30,15,LAST TO DIE,Tess Gerritsen
2012,2012-09-30,16,A FISTFUL OF COLLARS,Spencer Quinn
2012,2012-10-07,1,WINTER OF THE WORLD,Ken Follett
2012,2012-10-07,2,A WANTED MAN,Lee Child
2012,2012-10-07,3,GONE GIRL,Gillian Flynn
2012,2012-10-07,4,THE TIME KEEPER,Mitch Albom
2012,2012-10-07,5,LOW PRESSURE,Sandra Brown
2012,2012-10-07,6,SEVERE CLEAR,Stuart Woods
2012,2012-10-07,7,TELEGRAPH AVENUE,Michael Chabon
2012,2012-10-07,8,THIS IS HOW YOU LOSE HER,Junot Díaz
2012,2012-10-07,9,ZOO,James Patterson and Michael Ledwidge
2012,2012-10-07,10,MIDST TOIL AND TRIBULATION,David Weber
2012,2012-10-07,11,DELUSION IN DEATH,J. D. Robb
2012,2012-10-07,12,THE TOMBS,Clive Cussler and Thomas Perry
2012,2012-10-07,13,A DANCE WITH DRAGONS,George R. R. Martin
2012,2012-10-07,14,ROBERT B. PARKER'S FOOL ME TWICE,Michael Brandman
2012,2012-10-07,15,THE LIGHT BETWEEN OCEANS,M. L. Stedman
2012,2012-10-14,1,THE CASUAL VACANCY,J. K. Rowling
2012,2012-10-14,2,WINTER OF THE WORLD,Ken Follett
2012,2012-10-14,3,GONE GIRL,Gillian Flynn
2012,2012-10-14,4,A WANTED MAN,Lee Child
2012,2012-10-14,5,THE TIME KEEPER,Mitch Albom
2012,2012-10-14,6,THIS IS HOW YOU LOSE HER,Junot Díaz
2012,2012-10-14,7,LOW PRESSURE,Sandra Brown
2012,2012-10-14,8,ZOO,James Patterson and Michael Ledwidge
2012,2012-10-14,9,TELEGRAPH AVENUE,Michael Chabon
2012,2012-10-14,10,RAPTURE,J. R. Ward
2012,2012-10-14,11,FOUNDERS,James Wesley Rawles
2012,2012-10-14,12,DELUSION IN DEATH,J. D. Robb
2012,2012-10-14,13,SEVERE CLEAR,Stuart Woods
2012,2012-10-14,14,A DANCE WITH DRAGONS,George R. R. Martin
2012,2012-10-14,15,THE TOMBS,Clive Cussler and Thomas Perry
2012,2012-10-21,1,THE CASUAL VACANCY,J. K. Rowling
2012,2012-10-21,2,MAD RIVER,John Sandford
2012,2012-10-21,3,WINTER OF THE WORLD,Ken Follett
2012,2012-10-21,4,GONE GIRL,Gillian Flynn
2012,2012-10-21,5,THE TIME KEEPER,Mitch Albom
2012,2012-10-21,6,A WANTED MAN,Lee Child
2012,2012-10-21,7,DARK STORM,Christine Feehan
2012,2012-10-21,8,LIVE BY NIGHT,Dennis Lehane
2012,2012-10-21,9,PHANTOM,Jo Nesbø
2012,2012-10-21,10,THIS IS HOW YOU LOSE HER,Junot Díaz
2012,2012-10-21,11,THIS BOOK IS FULL OF SPIDERS,David Wong
2012,2012-10-21,12,TELEGRAPH AVENUE,Michael Chabon
2012,2012-10-21,13,LOW PRESSURE,Sandra Brown
2012,2012-10-21,14,ZOO,James Patterson and Michael Ledwidge
2012,2012-10-21,15,IN SUNLIGHT AND IN SHADOW,Mark Helprin
2012,2012-10-21,16,THE ROUND HOUSE,Louise Erdrich
2012,2012-10-28,1,THE CASUAL VACANCY,J. K. Rowling
2012,2012-10-28,2,NYPD RED,James Patterson and Marshall Karp
2012,2012-10-28,3,GONE GIRL,Gillian Flynn
2012,2012-10-28,4,WINTER OF THE WORLD,Ken Follett
2012,2012-10-28,5,MAD RIVER,John Sandford
2012,2012-10-28,6,THE TIME KEEPER,Mitch Albom
2012,2012-10-28,7,A WANTED MAN,Lee Child
2012,2012-10-28,8,THIS IS HOW YOU LOSE HER,Junot Díaz
2012,2012-10-28,9,LIVE BY NIGHT,Dennis Lehane
2012,2012-10-28,10,LOW PRESSURE,Sandra Brown
2012,2012-10-28,11,ZOO,James Patterson and Michael Ledwidge
2012,2012-10-28,12,PHANTOM,Jo Nesbø
2012,2012-10-28,13,INTO THE WOODS,Kim Harrison
2012,2012-10-28,14,TELEGRAPH AVENUE,Michael Chabon
2012,2012-10-28,15,THE ROUND HOUSE,Louise Erdrich
2012,2012-10-28,16,A DANCE WITH DRAGONS,George R. R. Martin
2012,2012-11-04,1,THE PANTHER,Nelson DeMille
2012,2012-11-04,2,THE TWELVE,Justin Cronin
2012,2012-11-04,3,THE CASUAL VACANCY,J. K. Rowling
2012,2012-11-04,4,THE BONE BED,Patricia Cornwell
2012,2012-11-04,5,NYPD RED,James Patterson and Marshall Karp
2012,2012-11-04,6,GONE GIRL,Gillian Flynn
2012,2012-11-04,7,WINTER OF THE WORLD,Ken Follett
2012,2012-11-04,8,THE SECRET KEEPER,Kate Morton
