year,week,rank,title,author
2013,2013-02-24,11,LOST TO YOU,A. L. Jackson
2013,2013-02-24,12,CRYSTAL COVE,Lisa Kleypas
2013,2013-02-24,13,UNTIL THE END OF TIME,Danielle Steel
2013,2013-02-24,14,HOPELESS,Colleen Hoover
2013,2013-02-24,15,THE FORGOTTEN,David Baldacci
2013,2013-03-03,1,SAFE HAVEN,Nicholas Sparks
2013,2013-03-03,2,A WEEK IN WINTER,Maeve Binchy
2013,2013-03-03,3,GUILT,Jonathan Kellerman
2013,2013-03-03,4,GONE GIRL,Gillian Flynn
2013,2013-03-03,5,WAIT FOR ME,Elisabeth Naughton
2013,2013-03-03,6,FIFTY SHADES OF GREY,E. L. James
2013,2013-03-03,7,RUSH,Maya Banks
2013,2013-03-03,8,TOUCH AND GO,Lisa Gardner
2013,2013-03-03,9,BEAUTIFUL BASTARD,Christina Lauren
2013,2013-03-03,10,PRIVATE BERLIN,James Patterson and Mark Sullivan
2013,2013-03-03,11,FIFTY SHADES FREED,E. L. James
2013,2013-03-03,12,THE SILVER LININGS PLAYBOOK,Matthew Quick
2013,2013-03-03,13,FIFTY SHADES DARKER,E. L. James
2013,2013-03-03,14,IF YOU STAY,Courtney Cole
2013,2013-03-03,15,THE POWER TRIP,Jackie Collins
2013,2013-03-10,1,"ALEX CROSS, RUN",James Patterson
2013,2013-03-10,2,SAFE HAVEN,Nicholas Sparks
2013,2013-03-10,3,GONE GIRL,Gillian Flynn
2013,2013-03-10,4,WAIT FOR ME,Elisabeth Naughton
2013,2013-03-10,5,A WEEK IN WINTER,Maeve Binchy
2013,2013-03-10,6,FIFTY SHADES OF GREY,E. L. James
2013,2013-03-10,7,TOUCH AND GO,Lisa Gardner
2013,2013-03-10,8,RUSH,Maya Banks
2013,2013-03-10,9,IF YOU STAY,Courtney Cole
2013,2013-03-10,10,THE SILVER LININGS PLAYBOOK,Matthew Quick
2013,2013-03-10,11,WAITING FOR LOVE,Marie Force
2013,2013-03-10,12,GUILT,Jonathan Kellerman
2013,2013-03-10,13,FIFTY SHADES FREED,E. L. James
2013,2013-03-10,14,FIFTY SHADES DARKER,E. L. James
2013,2013-03-10,15,HARD TO RESIST,Shanora Williams
2013,2013-03-17,1,CALCULATED IN DEATH,J. D. Robb
2013,2013-03-17,2,THE STORYTELLER,Jodi Picoult
2013,2013-03-17,3,"ALEX CROSS, RUN",James Patterson
2013,2013-03-17,4,SAFE HAVEN,Nicholas Sparks
2013,2013-03-17,5,GONE GIRL,Gillian Flynn
2013,2013-03-17,6,THE SILVER LININGS PLAYBOOK,Matthew Quick
2013,2013-03-17,7,A WEEK IN WINTER,Maeve Binchy
2013,2013-03-17,8,IMMORTAL EVER AFTER,Lynsay Sands
2013,2013-03-17,9,LIFE OF PI,Yann Martel
2013,2013-03-17,10,FIFTY SHADES OF GREY,E. L. James
2013,2013-03-17,11,WAIT FOR ME,Elisabeth Naughton
2013,2013-03-17,12,MIRROR IMAGE,Sandra Brown
2013,2013-03-17,13,FALLEN TOO FAR,Abbi Glines
2013,2013-03-17,14,RUSH,Maya Banks
2013,2013-03-17,15,FIFTY SHADES FREED,E. L. James
2013,2013-03-24,1,RECKLESS,S. C. Stephens
2013,2013-03-24,2,WAIT FOR YOU,J. Lynn
2013,2013-03-24,3,FROST BURNED,Patricia Briggs
2013,2013-03-24,4,"ALEX CROSS, RUN",James Patterson
2013,2013-03-24,5,MIRROR IMAGE,Sandra Brown
2013,2013-03-24,6,THE STORYTELLER,Jodi Picoult
2013,2013-03-24,7,SAFE HAVEN,Nicholas Sparks
2013,2013-03-24,8,THE STRIKER,Clive Cussler and Justin Scott
2013,2013-03-24,9,GONE GIRL,Gillian Flynn
2013,2013-03-24,10,A WEEK IN WINTER,Maeve Binchy
2013,2013-03-24,11,THE CHANCE,Karen Kingsbury
2013,2013-03-24,12,CALCULATED IN DEATH,J. D. Robb
2013,2013-03-24,13,FALLEN TOO FAR,Abbi Glines
2013,2013-03-24,14,THE SILVER LININGS PLAYBOOK,Matthew Quick
2013,2013-03-24,15,DAMASCUS COUNTDOWN,Joel C. Rosenberg
2013,2013-03-31,1,"ALEX CROSS, RUN",James Patterson
2013,2013-03-31,2,WAIT FOR YOU,J. Lynn
2013,2013-03-31,3,THE STORYTELLER,Jodi Picoult
2013,2013-03-31,4,GONE GIRL,Gillian Flynn
2013,2013-03-31,5,SAFE HAVEN,Nicholas Sparks
2013,2013-03-31,6,THREE SISTERS,Susan Mallery
2013,2013-03-31,7,A WEEK IN WINTER,Maeve Binchy
2013,2013-03-31,8,MIRROR IMAGE,Sandra Brown
2013,2013-03-31,9,BREAKING POINT,C. J. Box
2013,2013-03-31,10,THE HOST,Stephenie Meyer
2013,2013-03-31,11,FIFTY SHADES OF GREY,E. L. James
2013,2013-03-31,12,FALLEN TOO FAR,Abbi Glines
2013,2013-03-31,13,THE SILVER LININGS PLAYBOOK,Matthew Quick
2013,2013-03-31,14,LIFE OF PI,Yann Martel
2013,2013-03-31,15,NEVER TOO FAR,Abbi Glines
2013,2013-04-07,1,SIX YEARS,Harlan Coben
2013,2013-04-07,2,WAIT FOR YOU,J. Lynn
2013,2013-04-07,3,THE STORYTELLER,Jodi Picoult
2013,2013-04-07,4,EXPOSED,Kyra Davis
2013,2013-04-07,5,"ALEX CROSS, RUN",James Patterson
2013,2013-04-07,6,GONE GIRL,Gillian Flynn
2013,2013-04-07,7,A WEEK IN WINTER,Maeve Binchy
2013,2013-04-07,8,FALLING INTO YOU,Jasinda Wilder
2013,2013-04-07,9,THREE SISTERS,Susan Mallery
2013,2013-04-07,10,THE HOST,Stephenie Meyer
2013,2013-04-07,11,SAFE HAVEN,Nicholas Sparks
2013,2013-04-07,12,THE STRANGER,Kyra Davis
2013,2013-04-07,13,SURRENDER YOUR LOVE,J.C. Reed
2013,2013-04-07,14,FIFTY SHADES OF GREY,E. L. James
2013,2013-04-07,15,ADMISSION,Jean Hanff Korelitz
2013,2013-04-14,1,LOVER AT LAST,J. R. Ward
2013,2013-04-14,2,THE HOST,Stephenie Meyer
2013,2013-04-14,3,SIX YEARS,Harlan Coben
2013,2013-04-14,4,THE WANDERER,Robyn Carr
2013,2013-04-14,5,TWICE TEMPTED,Jeaniene Frost
2013,2013-04-14,6,FALLING INTO YOU,Jasinda Wilder
2013,2013-04-14,7,THE BURGESS BOYS,Elizabeth Strout
2013,2013-04-14,8,THE STORYTELLER,Jodi Picoult
2013,2013-04-14,9,"ALEX CROSS, RUN",James Patterson
2013,2013-04-14,10,GONE GIRL,Gillian Flynn
2013,2013-04-14,11,THREE SISTERS,Susan Mallery
2013,2013-04-14,12,SAND CASTLE BAY,Sherryl Woods
2013,2013-04-14,13,WAIT FOR YOU,J. Lynn
2013,2013-04-14,14,THE EDGE OF NEVER, J.A. Redmerski
2013,2013-04-14,15,LEAVING EVERYTHING MOST LOVED,Jacqueline Winspear
2013,2013-04-21,1,WALKING DISASTER,Jamie McGuire
2013,2013-04-21,2,FEVER,Maya Banks
2013,2013-04-21,3,STARTING NOW,Debbie Macomber
2013,2013-04-21,4,SIX YEARS,Harlan Coben
2013,2013-04-21,5,THE HOST,Stephenie Meyer
2013,2013-04-21,6,LIFE AFTER LIFE,Kate Atkinson
2013,2013-04-21,7,THE STORYTELLER,Jodi Picoult
2013,2013-04-21,8,FALLING INTO YOU,Jasinda Wilder
2013,2013-04-21,9,GONE GIRL,Gillian Flynn
2013,2013-04-21,10,"ALEX CROSS, RUN",James Patterson
2013,2013-04-21,11,TO DIE FOR,Jana DeLeon and others
2013,2013-04-21,12,THE BURGESS BOYS,Elizabeth Strout
2013,2013-04-21,13,OWN THE WIND,Kristen Ashley
2013,2013-04-21,14,THE WANDERER,Robyn Carr
2013,2013-04-21,15,THE FORGOTTEN,David Baldacci
2013,2013-04-28,1,THE BET,Rachel Van Dyken
2013,2013-04-28,2,DADDY'S GONE A HUNTING,Mary Higgins Clark
2013,2013-04-28,3,UNINTENDED CONSEQUENCES,Stuart Woods
2013,2013-04-28,4,SIX YEARS,Harlan Coben
2013,2013-04-28,5,DON'T GO,Lisa Scottoline
2013,2013-04-28,6,DAMAGED,H. M. Ward
2013,2013-04-28,7,LIFE AFTER LIFE,Kate Atkinson
2013,2013-04-28,8,A MEMORY OF LIGHT,Robert Jordan and Brandon Sanderson
2013,2013-04-28,9,FALLING INTO YOU,Jasinda Wilder
2013,2013-04-28,10,THE STORYTELLER,Jodi Picoult
2013,2013-04-28,11,GONE GIRL,Gillian Flynn
2013,2013-04-28,12,FEVER,Maya Banks
2013,2013-04-28,13,"ALEX CROSS, RUN",James Patterson
2013,2013-04-28,14,THE WANDERER,Robyn Carr
2013,2013-04-28,15,WALKING DISASTER,Jamie McGuire
2013,2013-05-05,1,WHISKEY BEACH,Nora Roberts
2013,2013-05-05,2,DAMAGED,H. M. Ward
2013,2013-05-05,3,TAKING EVE,Iris Johansen
2013,2013-05-05,4,THE BET,Rachel Van Dyken
2013,2013-05-05,5,REAL,Katy Evans
2013,2013-05-05,6,BEAUTIFUL STRANGER,Christina Lauren
2013,2013-05-05,7,SIX YEARS,Harlan Coben
2013,2013-05-05,8,GONE GIRL,Gillian Flynn
2013,2013-05-05,9,DADDY'S GONE A HUNTING,Mary Higgins Clark
2013,2013-05-05,10,THE WANDERER,Robyn Carr
2013,2013-05-05,11,"ALEX CROSS, RUN",James Patterson
2013,2013-05-05,12,SAY YOU'RE SORRY,Michael Robotham
2013,2013-05-05,13,THE BLACK BOX,Michael Connelly
2013,2013-05-05,14,THE FORGOTTEN,David Baldacci
2013,2013-05-05,15,LIFE AFTER LIFE,Kate Atkinson
2013,2013-05-12,1,THE HIT,David Baldacci
2013,2013-05-12,2,CLAIM ME,J. Kenner
2013,2013-05-12,3,FLY AWAY,Kristin Hannah
2013,2013-05-12,4,DAMAGED,H. M. Ward
2013,2013-05-12,5,WHISKEY BEACH,Nora Roberts
2013,2013-05-12,6,TWISTED PERFECTION,Abbi Glines
2013,2013-05-12,7,THE BET,Rachel Van Dyken
2013,2013-05-12,8,WEDDING NIGHT,Sophie Kinsella
2013,2013-05-12,9,THE MYSTERY WOMAN,Amanda Quick
2013,2013-05-12,10,REAL,Katy Evans
2013,2013-05-12,11,GONE GIRL,Gillian Flynn
2013,2013-05-12,12,SIX YEARS,Harlan Coben
2013,2013-05-12,13,DADDY'S GONE A HUNTING,Mary Higgins Clark
2013,2013-05-12,14,PARIS,Edward Rutherfurd
2013,2013-05-12,15,BONES ARE FOREVER,Kathy Reichs
2013,2013-05-19,1,12TH OF NEVER,James Patterson and Maxine Paetro
2013,2013-05-19,2,THE HIT,David Baldacci
2013,2013-05-19,3,BEST KEPT SECRET,Jeffrey Archer
2013,2013-05-19,4,WHISKEY BEACH,Nora Roberts
2013,2013-05-19,5,WIND CHIME POINT,Sherryl Woods
2013,2013-05-19,6,MOON,Laurann Dohner
2013,2013-05-19,7,DAMAGED,H. M. Ward
2013,2013-05-19,8,THE BET,Rachel Van Dyken
2013,2013-05-19,9,A PRAYER FOR OWEN MEANY,John Irving
2013,2013-05-19,10,THIS GIRL,Colleen Hoover
2013,2013-05-19,11,HALFWAY THERE, Susan Mallery
2013,2013-05-19,12,TWISTED PERFECTION,Abbi Glines
2013,2013-05-19,13,REAL,Katy Evans
2013,2013-05-19,14,GONE GIRL,Gillian Flynn
2013,2013-05-19,15,THE SILVER LININGS PLAYBOOK,Matthew Quick
2013,2013-05-26,1,DEAD EVER AFTER,Charlaine Harris
2013,2013-05-26,2,SILKEN PREY,John Sandford
2013,2013-05-26,3,THE HIT,David Baldacci
2013,2013-05-26,4,12TH OF NEVER,James Patterson and Maxine Paetro
2013,2013-05-26,5,WHISKEY BEACH,Nora Roberts
2013,2013-05-26,6,THE BET,Rachel Van Dyken
2013,2013-05-26,7,A STEP OF FAITH,Richard Paul Evans
2013,2013-05-26,8,THE ORACLE GLASS,Judith Merkle Riley
2013,2013-05-26,9,A DELICATE TRUTH,John le Carre
2013,2013-05-26,10,GONE GIRL,Gillian Flynn
2013,2013-05-26,11,DON'T SAY A WORD,Barbara Freethy
2013,2013-05-26,12,THE SILVER LININGS PLAYBOOK,Matthew Quick
2013,2013-05-26,13,ENDER'S GAME,Orson Scott Card
2013,2013-05-26,14,DOWN LONDON ROAD, Samantha Young
2013,2013-05-26,15,THE MAGICIAN'S ASSISTANT,Ann Patchett
2013,2013-06-02,1,INFERNO,Dan Brown
2013,2013-06-02,2,THE HIT,David Baldacci
2013,2013-06-02,3,EYES WIDE OPEN,Raine Miller
2013,2013-06-02,4,12TH OF NEVER,James Patterson and Maxine Paetro
2013,2013-06-02,5,DEAD EVER AFTER,Charlaine Harris
2013,2013-06-02,6,SILKEN PREY,John Sandford
2013,2013-06-02,7,WHISKEY BEACH,Nora Roberts
2013,2013-06-02,8,DON'T SAY A WORD,Barbara Freethy
2013,2013-06-02,9,GONE GIRL,Gillian Flynn
2013,2013-06-02,10,THE BET,Rachel Van Dyken
2013,2013-06-02,11,THE ARRANGEMENT 7,H.M. Ward
2013,2013-06-02,12,THE SILVER LININGS PLAYBOOK,Matthew Quick
2013,2013-06-02,13,ENDER'S GAME,Orson Scott Card
2013,2013-06-02,14,LEFT TO DIE,Lisa Jackson
2013,2013-06-02,15,FIFTY SHADES OF GREY,E. L. James
2013,2013-06-09,1,INFERNO,Dan Brown
2013,2013-06-09,2,AND THE MOUNTAINS ECHOED,Khaled Hosseini
2013,2013-06-09,3,THE HIT,David Baldacci
2013,2013-06-09,4,12TH OF NEVER,James Patterson and Maxine Paetro
2013,2013-06-09,5,DON'T SAY A WORD,Barbara Freethy
2013,2013-06-09,6,SILKEN PREY,John Sandford
2013,2013-06-09,7,DEAD EVER AFTER,Charlaine Harris
2013,2013-06-09,8,WHISKEY BEACH,Nora Roberts
2013,2013-06-09,9,BINDING AGREEMENT,Kyra Davis
2013,2013-06-09,10,ENDER'S GAME,Orson Scott Card
2013,2013-06-09,11,GONE GIRL,Gillian Flynn
2013,2013-06-09,12,THE LIGHT BETWEEN OCEANS,M. L. Stedman
2013,2013-06-09,13,WOOL OMNIBUS EDITION,Hugh Howey
2013,2013-06-09,14,WORLD WAR Z,Max Brooks
2013,2013-06-09,15,TANGLED,Emma Chase
2013,2013-06-16,1,INFERNO,Dan Brown
2013,2013-06-16,2,AND THE MOUNTAINS ECHOED,Khaled Hosseini
2013,2013-06-16,3,THE HIT,David Baldacci
2013,2013-06-16,4,DEEPLY ODD,Dean Koontz
2013,2013-06-16,5,THE FOREVER OF ELLA AND MICHA,Jessica Sorensen
2013,2013-06-16,6,ZERO HOUR,Clive Cussler and Graham Brown
2013,2013-06-16,7,WORLD WAR Z,Max Brooks
2013,2013-06-16,8,SEA GLASS ISLAND,Sherryl Woods
2013,2013-06-16,9,SILKEN PREY,John Sandford
2013,2013-06-16,10,12TH OF NEVER,James Patterson and Maxine Paetro
2013,2013-06-16,11,BEAUTY FROM SURRENDER,Georgia Cates
2013,2013-06-16,12,LEOPARD'S PREY,Christine Feehan
2013,2013-06-16,13,A DIFFERENT BLUE,Amy Harmon
2013,2013-06-16,14,WHISKEY BEACH,Nora Roberts
2013,2013-06-16,15,ENDER'S GAME,Orson Scott Card
2013,2013-06-23,1,ENTWINED WITH YOU,Sylvia Day
2013,2013-06-23,2,INFERNO,Dan Brown
2013,2013-06-23,3,AND THE MOUNTAINS ECHOED,Khaled Hosseini
2013,2013-06-23,4,JOYLAND,Stephen King
2013,2013-06-23,5,REVENGE WEARS PRADA,Lauren Weisberger
2013,2013-06-23,6,WORLD WAR Z,Max Brooks
2013,2013-06-23,7,THE HIT,David Baldacci
2013,2013-06-23,8,A GAME OF THRONES,George R.R. Martin
2013,2013-06-23,9,THE KILL ROOM,Jeffery Deaver
2013,2013-06-23,10,BEAUTY FROM SURRENDER,Georgia Cates
2013,2013-06-23,11,SILKEN PREY,John Sandford
2013,2013-06-23,12,LADIES' NIGHT,Mary Kay Andrews
2013,2013-06-23,13,GONE GIRL,Gillian Flynn
2013,2013-06-23,14,12TH OF NEVER,James Patterson and Maxine Paetro
2013,2013-06-23,15,A WANTED MAN,Lee Child
2013,2013-06-30,1,INFERNO,Dan Brown
2013,2013-06-30,2,ENTWINED WITH YOU,Sylvia Day
2013,2013-06-30,3,AND THE MOUNTAINS ECHOED,Khaled Hosseini
2013,2013-06-30,4,FOREVER TOO FAR,Abbi Glines
2013,2013-06-30,5,BAD MONKEY,Carl Hiaasen
2013,2013-06-30,6,A GAME OF THRONES,George R.R. Martin
2013,2013-06-30,7,JOYLAND,Stephen King
2013,2013-06-30,8,THE SILVER STAR,Jeannette Walls
2013,2013-06-30,9,WORLD WAR Z,Max Brooks
2013,2013-06-30,10,CONQUER YOUR LOVE, J.C. Reed
2013,2013-06-30,11,THE KING'S DECEPTION,Steve Berry
2013,2013-06-30,12,THE HIT,David Baldacci
2013,2013-06-30,13,THE LAST ORIGINAL WIFE,Dorothea Benton Frank
2013,2013-06-30,14,REVENGE WEARS PRADA,Lauren Weisberger
2013,2013-06-30,15,GONE GIRL,Gillian Flynn
2013,2013-07-07,1,INFERNO,Dan Brown
2013,2013-07-07,2,THE OCEAN AT THE END OF THE LANE,Neil Gaiman
2013,2013-07-07,3,AND THE MOUNTAINS ECHOED,Khaled Hosseini
2013,2013-07-07,4,THE HEIST,Janet Evanovich and Lee Goldberg
2013,2013-07-07,5,ENTWINED WITH YOU,Sylvia Day
2013,2013-07-07,6,WORLD WAR Z,Max Brooks
2013,2013-07-07,7,BAD MONKEY,Carl Hiaasen
2013,2013-07-07,8,SURRENDER YOUR LOVE,J.C. Reed
2013,2013-07-07,9,CONQUER YOUR LOVE, J.C. Reed
2013,2013-07-07,10,FOREVER TOO FAR,Abbi Glines
2013,2013-07-07,11,THE HIT,David Baldacci
2013,2013-07-07,12,A GAME OF THRONES,George R.R. Martin
2013,2013-07-07,13,THE 9TH GIRL,Tami Hoag
2013,2013-07-07,14,JOYLAND,Stephen King
2013,2013-07-07,15,GONE GIRL,Gillian Flynn
2013,2013-07-14,1,SECOND HONEYMOON,James Patterson and Howard Roughan
2013,2013-07-14,2,DAMAGED 2,H. M. Ward
2013,2013-07-14,3,INFERNO,Dan Brown
2013,2013-07-14,4,THE NEWCOMER,Robyn Carr
2013,2013-07-14,5,AND THE MOUNTAINS ECHOED,Khaled Hosseini
2013,2013-07-14,6,BEAUTIFUL DAY,Elin Hilderbrand
2013,2013-07-14,7,WORLD WAR Z,Max Brooks
2013,2013-07-14,8,THE EYE OF GOD,James Rollins
2013,2013-07-14,9,TWO OF A KIND,Susan Mallery
2013,2013-07-14,10,ENTWINED WITH YOU,Sylvia Day
2013,2013-07-14,11,THE OCEAN AT THE END OF THE LANE,Neil Gaiman
2013,2013-07-14,12,FORGED IN STEELE,Maya Banks
2013,2013-07-14,13,SURRENDER YOUR LOVE,J.C. Reed
2013,2013-07-14,14,BAD MONKEY,Carl Hiaasen
2013,2013-07-14,15,THE WITNESS,Sandra Brown
2013,2013-07-21,1,INFERNO,Dan Brown
2013,2013-07-21,2,SECOND HONEYMOON,James Patterson and Howard Roughan
2013,2013-07-21,3,THIS MAN CONFESSED,Jodi Ellen Malpas
2013,2013-07-21,4,AND THE MOUNTAINS ECHOED,Khaled Hosseini
2013,2013-07-21,5,AFFLICTION,Laurell K. Hamilton
2013,2013-07-21,6,UNSEEN,Karin Slaughter
2013,2013-07-21,7,THE OCEAN AT THE END OF THE LANE,Neil Gaiman
2013,2013-07-21,8,WORLD WAR Z,Max Brooks
2013,2013-07-21,9,ENTWINED WITH YOU,Sylvia Day
2013,2013-07-21,10,MACRIEVE,Kresley Cole
2013,2013-07-21,11,GONE GIRL,Gillian Flynn
2013,2013-07-21,12,THE HEIST,Janet Evanovich and Lee Goldberg
2013,2013-07-21,13,THE NEWCOMER,Robyn Carr
2013,2013-07-21,14,BAD MONKEY,Carl Hiaasen
2013,2013-07-21,15,THE WITNESS,Sandra Brown
2013,2013-07-28,1,HIDDEN ORDER,Brad Thor
2013,2013-07-28,2,BOMBSHELL,Catherine Coulter
2013,2013-07-28,3,INFERNO,Dan Brown
2013,2013-07-28,4,SECOND HONEYMOON,James Patterson and Howard Roughan
2013,2013-07-28,5,AND THE MOUNTAINS ECHOED,Khaled Hosseini
2013,2013-07-28,6,A IS FOR ALIBI,Sue Grafton
2013,2013-07-28,7,LOSING HOPE,Colleen Hoover
2013,2013-07-28,8,BEAUTIFUL BITCH,Christina Lauren
2013,2013-07-28,9,THE OCEAN AT THE END OF THE LANE,Neil Gaiman
2013,2013-07-28,10,FOUR IRRESISTIBLE ROGUES,"Tanya Anne Crosby, Danelle Harmon, Lauren Royal and Cynthia Wright"
2013,2013-07-28,11,GONE GIRL,Gillian Flynn
2013,2013-07-28,12,PULSE,Gail McHugh
2013,2013-07-28,13,ENTWINED WITH YOU,Sylvia Day
2013,2013-07-28,14,WORLD WAR Z,Max Brooks
2013,2013-07-28,15,BAD MONKEY,Carl Hiaasen
2013,2013-08-04,1,THE CUCKOO'S CALLING,Robert Galbraith
2013,2013-08-04,2,THE ENGLISH GIRL,Daniel Silva
2013,2013-08-04,3,FIRST SIGHT,Danielle Steel
2013,2013-08-04,4,INFERNO,Dan Brown
2013,2013-08-04,5,HUNTING EVE,Iris Johansen
2013,2013-08-04,6,SECOND HONEYMOON,James Patterson and Howard Roughan
2013,2013-08-04,7,HIDDEN ORDER,Brad Thor
2013,2013-08-04,8,AND THE MOUNTAINS ECHOED,Khaled Hosseini
2013,2013-08-04,9,PULSE,Gail McHugh
2013,2013-08-04,10,GONE GIRL,Gillian Flynn
2013,2013-08-04,11,ALPHA BAD BOYS,Shayla Black and others
2013,2013-08-04,12,BOMBSHELL,Catherine Coulter
2013,2013-08-04,13,LOST AND FOUND IN CEDAR COVE,Debbie Macomber
2013,2013-08-04,14,THE OCEAN AT THE END OF THE LANE,Neil Gaiman
2013,2013-08-04,15,ENDER'S GAME,Orson Scott Card
2013,2013-08-11,1,THE CUCKOO'S CALLING,Robert Galbraith
2013,2013-08-11,2,THE ENGLISH GIRL,Daniel Silva
2013,2013-08-11,3,INFERNO,Dan Brown
2013,2013-08-11,4,AND THE MOUNTAINS ECHOED,Khaled Hosseini
2013,2013-08-11,5,HIDDEN ORDER,Brad Thor
2013,2013-08-11,6,LIGHT OF THE WORLD,James Lee Burke
2013,2013-08-11,7,SECOND HONEYMOON,James Patterson and Howard Roughan
2013,2013-08-11,8,GONE GIRL,Gillian Flynn
2013,2013-08-11,9,THE WHITE PRINCESS,Philippa Gregory
2013,2013-08-11,10,PULSE,Gail McHugh
2013,2013-08-11,11,THE SILENT WIFE,A. S. A. Harrison
2013,2013-08-11,12,TIME FOR LOVE,Marie Force
2013,2013-08-11,13,BOMBSHELL,Catherine Coulter
2013,2013-08-11,14,ENDER'S GAME,Orson Scott Card
2013,2013-08-11,15,FIRST SIGHT,Danielle Steel
2013,2013-08-18,1,THE CUCKOO'S CALLING,Robert Galbraith
2013,2013-08-18,2,THE REDEMPTION OF CALLIE AND KAYDEN,Jessica Sorensen
2013,2013-08-18,3,COMPLETE ME,J. Kenner
2013,2013-08-18,4,THREE LITTLE WORDS,Susan Mallery
2013,2013-08-18,5,INFERNO,Dan Brown
2013,2013-08-18,6,THE ENGLISH GIRL,Daniel Silva
2013,2013-08-18,7,JANE'S MELODY,Ryan Winfield
2013,2013-08-18,8,AND THE MOUNTAINS ECHOED,Khaled Hosseini
2013,2013-08-18,9,MAGIC RISES,Ilona Andrews
2013,2013-08-18,10,GONE GIRL,Gillian Flynn
2013,2013-08-18,11,SECOND HONEYMOON,James Patterson and Howard Roughan
2013,2013-08-18,12,THE DARKEST CRAVING,Gena Showalter
2013,2013-08-18,13,HIDDEN ORDER,Brad Thor
2013,2013-08-18,14,THE HIGHWAY,C.  J. Box
2013,2013-08-18,15,THE SILENT WIFE,A. S. A. Harrison
2013,2013-08-25,1,BURN,Maya Banks
2013,2013-08-25,2,MISTRESS,James Patterson and David Ellis
2013,2013-08-25,3,THE CUCKOO'S CALLING,Robert Galbraith
2013,2013-08-25,4,HIGH HEAT,Lee Child
2013,2013-08-25,5,HOTSHOT,Julie Garwood
2013,2013-08-25,6,THE HUSBAND'S SECRET,Liane Moriarty
2013,2013-08-25,7,INFERNO,Dan Brown
2013,2013-08-25,8,THE ENGLISH GIRL,Daniel Silva
2013,2013-08-25,9,AND THE MOUNTAINS ECHOED,Khaled Hosseini
2013,2013-08-25,10,THE SILENT WIFE,A. S. A. Harrison
2013,2013-08-25,11,GONE GIRL,Gillian Flynn
2013,2013-08-25,12,ENDER'S GAME,Orson Scott Card
2013,2013-08-25,13,THE LAST WITNESS,W.E.B. Griffin and William E. Butterworth IV
2013,2013-08-25,14,JANE'S MELODY,Ryan Winfield
2013,2013-08-25,15,SECOND HONEYMOON,James Patterson and Howard Roughan
2013,2013-09-01,1,THE CUCKOO'S CALLING,Robert Galbraith
2013,2013-09-01,2,ROSE HARBOR IN BLOOM,Debbie Macomber
2013,2013-09-01,3,MISTRESS,James Patterson and David Ellis
2013,2013-09-01,4,THE HUSBAND'S SECRET,Liane Moriarty
2013,2013-09-01,5,HIGH HEAT,Lee Child
2013,2013-09-01,6,THE BOY IN THE SUITCASE,Lene Kaaberbol
2013,2013-09-01,7,DUST,Hugh Howey
2013,2013-09-01,8,AFTERBURN,Sylvia Day
2013,2013-09-01,9,INFERNO,Dan Brown
2013,2013-09-01,10,THE SILENT WIFE,A. S. A. Harrison
2013,2013-09-01,11,AND THE MOUNTAINS ECHOED,Khaled Hosseini
2013,2013-09-01,12,BURN,Maya Banks
2013,2013-09-01,13,ENDER'S GAME,Orson Scott Card
2013,2013-09-01,14,GONE GIRL,Gillian Flynn
2013,2013-09-01,15,THE ENGLISH GIRL,Daniel Silva
2013,2013-09-08,1,THE CUCKOO'S CALLING,Robert Galbraith
2013,2013-09-08,2,THE HUSBAND'S SECRET,Liane Moriarty
2013,2013-09-08,3,WICKED FIRSTS,Elisabeth Naughton and others
2013,2013-09-08,4,MISTRESS,James Patterson and David Ellis
2013,2013-09-08,5,HIGH HEAT,Lee Child
2013,2013-09-08,6,THE SILENT WIFE,A. S. A. Harrison
2013,2013-09-08,7,INFERNO,Dan Brown
2013,2013-09-08,8,NIGHT FILM,Marisha Pessl
2013,2013-09-08,9,THE BONE SEASON,Samantha Shannon
2013,2013-09-08,10,UNLOCKED,Maya Cross
2013,2013-09-08,11,THE THIRD KINGDOM,Terry Goodkind
2013,2013-09-08,12,AND THE MOUNTAINS ECHOED,Khaled Hosseini
2013,2013-09-08,13,GONE GIRL,Gillian Flynn
2013,2013-09-08,14,ENDER'S GAME,Orson Scott Card
2013,2013-09-08,15,THE BOY IN THE SUITCASE,Lene Kaaberbol
2013,2013-09-15,1,THE HERO,Robyn Carr
2013,2013-09-15,2,THE HUSBAND'S SECRET,Liane Moriarty
2013,2013-09-15,3,HOW THE LIGHT GETS IN,Louise Penny
2013,2013-09-15,4,THE CUCKOO'S CALLING,Robert Galbraith
2013,2013-09-15,5,BONES OF THE LOST,Kathy Reichs
2013,2013-09-15,6,DECEPTION COVE,Jayne Castle
2013,2013-09-15,7,BIG SKY WEDDING,Linda Lael Miller
2013,2013-09-15,8,MISTRESS,James Patterson and David Ellis
2013,2013-09-15,9,THE WHOLE ENCHILADA,Diane Mott Davidson
2013,2013-09-15,10,HIGH HEAT,Lee Child
2013,2013-09-15,11,INFERNO,Dan Brown
2013,2013-09-15,12,ENVY,Sandra Brown
2013,2013-09-15,13,EXCLUSIVE,Sandra Brown
2013,2013-09-15,14,THE SILENT WIFE,A. S. A. Harrison
2013,2013-09-15,15,THE RACKETEER,John Grisham
2013,2013-09-22,1,NEVER GO BACK,Lee Child
